Word ,Context. diversity,Freq. per million,Word Form,Coverage
709,57.4%,136.8,daño,76.4%
710,57.4%,110.5,dando,76.4%
711,57.4%,97.6,basta,76.4%
712,57.4%,70.0,llegamos,76.4%
713,57.4%,69.9,palabras,76.5%
714,57.4%,63.6,silencio,76.5%
715,57.4%,62.7,montón,76.5%
716,57.4%,60.1,aire,76.5%
717,57.2%,170.4,señores,76.5%
718,57.2%,142.8,relación,76.5%
719,57.2%,121.9,cuanto,76.5%
720,57.2%,115.4,pueblo,76.5%
721,57.2%,112.9,gana,76.5%
722,57.2%,108.7,tanta,76.5%
723,57.2%,100.1,sentir,76.6%
724,57.2%,63.6,largo,76.6%
725,57.2%,60.8,algunas,76.6%
726,56.9%,110.7,dile,76.6%
727,56.9%,93.6,beso,76.6%
728,56.9%,91.8,café,76.6%
729,56.9%,75.5,encontré,76.6%
730,56.9%,62.3,escucha,76.6%
731,56.9%,61.9,mes,76.6%
732,56.9%,53.3,entra,76.6%
733,56.6%,102.5,perro,76.6%
734,56.6%,93.3,hambre,76.6%
735,56.6%,83.6,según,76.7%
736,56.6%,48.4,semanas,76.7%
737,56.4%,145.5,entiende,76.7%
738,56.4%,129.7,lista,76.7%
739,56.4%,104.2,debo,76.7%
740,56.4%,102.9,fotos,76.7%
741,56.4%,101.9,siente,76.7%
742,56.4%,83.6,dolor,76.7%
743,56.4%,79.1,quedo,76.7%
744,56.4%,71.4,centro,76.7%
745,56.4%,69.8,íbamos,76.7%
746,56.4%,59.4,llamado,76.8%
747,56.4%,59.1,segunda,76.8%
748,56.4%,44.5,frío,76.8%
749,56.1%,258.2,ajá,76.8%
750,56.1%,161.8,plan,76.8%
751,56.1%,132.5,respeto,76.8%
752,56.1%,129.1,muchísimo,76.8%
753,56.1%,125.7,pobre,76.8%
754,56.1%,112.0,salga,76.9%
755,56.1%,109.8,tocar,76.9%
756,56.1%,100.2,conoces,76.9%
757,56.1%,90.7,acuerdas,76.9%
758,56.1%,75.1,hicimos,76.9%
759,56.1%,65.5,existe,76.9%
760,55.9%,279.2,señorita,76.9%
761,55.9%,119.1,oh,76.9%
762,55.9%,83.9,tardes,76.9%
763,55.9%,78.6,sueño,77.0%
764,55.9%,70.4,quedado,77.0%
765,55.9%,62.9,fuimos,77.0%
766,55.9%,58.6,mitad,77.0%
767,55.9%,55.0,busca,77.0%
768,55.9%,50.4,repente,77.0%
769,55.6%,133.1,bonita,77.0%
770,55.6%,131.3,ojalá,77.0%
771,55.6%,115.0,conseguir,77.0%
772,55.6%,110.8,vayan,77.0%
773,55.6%,106.3,pude,77.0%
774,55.6%,98.5,médico,77.1%
775,55.6%,92.8,tengas,77.1%
776,55.6%,61.9,cuántas,77.1%
777,55.6%,57.4,abre,77.1%
778,55.6%,57.1,llamas,77.1%
779,55.6%,52.0,lleno,77.1%
780,55.6%,39.1,empezamos,77.1%
781,55.3%,205.7,vieja,77.1%
782,55.3%,196.5,seguridad,77.1%
783,55.3%,123.2,anoche,77.1%
784,55.3%,119.6,confianza,77.2%
785,55.3%,106.8,duele,77.2%
786,55.3%,92.7,podido,77.2%
787,55.3%,87.7,diferente,77.2%
788,55.3%,87.7,mentira,77.2%
789,55.3%,59.4,seguimos,77.2%
790,55.3%,57.7,pie,77.2%
791,55.3%,54.8,bajar,77.2%
792,55.3%,47.0,pequeño,77.2%
793,55.1%,256.0,información,77.2%
794,55.1%,139.1,entiendes,77.3%
795,55.1%,134.5,ocurre,77.3%
796,55.1%,105.6,ganar,77.3%
797,55.1%,86.2,preguntas,77.3%
798,55.1%,85.0,dieron,77.3%
799,55.1%,74.4,sigo,77.3%
800,55.1%,71.1,preguntar,77.3%
801,55.1%,68.3,habían,77.3%
802,54.8%,134.9,estés,77.3%
803,54.8%,73.5,caer,77.3%
804,54.8%,71.2,fuerza,77.3%
805,54.8%,63.6,deben,77.4%
806,54.8%,63.2,encuentra,77.4%
807,54.8%,58.1,llevas,77.4%
808,54.8%,57.6,corre,77.4%
809,54.5%,125.8,cállate,77.4%
810,54.5%,87.8,vienes,77.4%
811,54.5%,72.2,abrir,77.4%
812,54.5%,52.6,cuesta,77.4%
813,54.3%,98.8,piensas,77.4%
814,54.3%,92.9,error,77.4%
815,54.3%,83.5,grupo,77.4%
816,54.3%,79.0,iban,77.4%
817,54.3%,77.6,suena,77.4%
818,54.3%,73.9,hablado,77.5%
819,54.3%,73.6,piso,77.5%
820,54.3%,64.3,parar,77.5%
821,54.3%,53.7,usar,77.5%
822,54.3%,35.5,nueve,77.5%
823,54.0%,451.4,doctor,77.5%
824,54.0%,158.7,hospital,77.5%
825,54.0%,101.2,temprano,77.5%
826,54.0%,85.5,ojo,77.6%
827,54.0%,54.2,estará,77.6%
828,53.7%,175.6,novio,77.6%
829,53.7%,168.6,orden,77.6%
830,53.7%,93.8,estaría,77.6%
831,53.7%,86.4,metido,77.6%
832,53.7%,78.1,pensado,77.6%
833,53.7%,70.4,llegué,77.6%
834,53.7%,54.3,aprender,77.6%
835,53.5%,99.2,necesitas,77.6%
836,53.5%,93.2,quedamos,77.7%
837,53.5%,73.7,propia,77.7%
838,53.5%,72.6,corriendo,77.7%
839,53.5%,69.4,zona,77.7%
840,53.5%,68.6,sabías,77.7%
841,53.5%,64.4,mesa,77.7%
842,53.2%,147.7,seguramente,77.7%
843,53.2%,107.4,noticia,77.7%
844,53.2%,83.8,prefiero,77.7%
845,53.2%,64.9,habría,77.7%
846,53.2%,47.5,llego,77.7%
847,52.9%,130.3,llamada,77.7%
848,52.9%,115.4,pudo,77.8%
849,52.9%,103.8,cuentas,77.8%
850,52.9%,81.7,cualquiera,77.8%
851,52.9%,75.0,quedé,77.8%
852,52.9%,69.1,eras,77.8%
853,52.9%,55.0,llevamos,77.8%
854,52.7%,336.9,ey,77.8%
855,52.7%,125.1,equipo,77.8%
856,52.7%,105.5,pidió,77.9%
857,52.7%,92.7,prueba,77.9%
858,52.7%,53.9,funciona,77.9%
859,52.7%,52.4,llorar,77.9%
860,52.4%,116.9,quede,77.9%
861,52.4%,88.5,supongo,77.9%
862,52.4%,88.2,escuela,77.9%
863,52.4%,76.7,próxima,77.9%
864,52.4%,74.9,trabaja,77.9%
865,52.4%,68.4,negro,77.9%
866,52.4%,67.5,ante,77.9%
867,52.4%,66.3,llevó,77.9%
868,52.4%,59.1,control,77.9%
869,52.4%,51.3,incluso,77.9%
870,52.1%,138.1,imagino,78.0%
871,52.1%,111.1,coche,78.0%
872,52.1%,106.2,viva,78.0%
873,52.1%,103.9,apenas,78.0%
874,52.1%,99.1,deberías,78.0%
875,52.1%,92.7,echar,78.0%
876,52.1%,72.7,suyo,78.0%
877,52.1%,71.0,llamó,78.0%
878,52.1%,62.9,sean,78.0%
879,52.1%,54.1,habíamos,78.0%
880,51.9%,131.2,prometo,78.1%
881,51.9%,88.9,contrario,78.1%
882,51.9%,87.7,sitio,78.1%
883,51.9%,79.8,gustó,78.1%
884,51.9%,74.1,quiénes,78.1%
885,51.9%,70.8,duda,78.1%
886,51.9%,67.5,cielo,78.1%
887,51.9%,63.2,tendría,78.1%
888,51.9%,62.9,cayó,78.1%
889,51.9%,58.3,varios,78.1%
890,51.9%,55.9,puse,78.1%
891,51.9%,50.4,pedido,78.1%
892,51.9%,46.2,partes,78.1%
893,51.6%,154.8,esposa,78.1%
894,51.6%,153.8,tía,78.2%
895,51.6%,130.1,decisión,78.2%
896,51.6%,120.5,ellas,78.2%
897,51.6%,94.2,traer,78.2%
898,51.6%,93.7,sol,78.2%
899,51.6%,84.2,sientes,78.2%
900,51.6%,73.2,saliendo,78.2%
901,51.6%,70.8,cae,78.2%
902,51.6%,57.1,tenían,78.2%
903,51.6%,33.6,llamaba,78.2%
904,51.3%,142.3,alma,78.3%
905,51.3%,127.7,escúchame,78.3%
906,51.3%,121.9,lindo,78.3%
907,51.3%,114.0,interesa,78.3%
908,51.3%,78.4,vuelva,78.3%
909,51.3%,71.0,irme,78.3%
910,51.3%,65.8,solos,78.3%
911,51.3%,61.5,ninguno,78.3%
912,51.3%,33.6,daba,78.3%
913,51.1%,266.1,negocio,78.3%
914,51.1%,134.4,linda,78.4%
915,51.1%,105.9,grave,78.4%
916,51.1%,93.4,hacerle,78.4%
917,51.1%,90.7,traigo,78.4%
918,51.1%,80.2,mando,78.4%
919,51.1%,68.6,tantas,78.4%
920,51.1%,66.1,secreto,78.4%
921,51.1%,56.4,minuto,78.4%
922,51.1%,56.0,vista,78.4%
923,51.1%,55.3,fuego,78.4%
924,51.1%,48.0,dejan,78.4%
925,51.1%,38.7,éramos,78.4%
926,50.8%,259.6,cárcel,78.5%
927,50.8%,196.3,preocupe,78.5%
928,50.8%,114.1,decirte,78.5%
929,50.8%,82.3,habitación,78.5%
930,50.8%,79.7,explicar,78.5%
931,50.8%,78.6,nota,78.5%
932,50.8%,71.9,quise,78.5%
933,50.8%,69.9,accidente,78.5%
934,50.8%,68.7,quédate,78.5%
935,50.8%,65.7,dirección,78.5%
936,50.8%,58.5,momentos,78.6%
937,50.8%,46.6,correr,78.6%
938,50.8%,46.0,compañeros,78.6%
939,50.8%,45.2,subir,78.6%
940,50.8%,45.0,llena,78.6%
941,50.8%,39.1,total,78.6%
942,50.5%,74.4,idiota,78.6%
943,50.5%,72.2,jugando,78.6%
944,50.5%,61.5,vergüenza,78.6%
945,50.5%,58.5,propio,78.6%
946,50.5%,52.2,salido,78.6%
947,50.5%,49.0,golpe,78.6%
948,50.5%,44.1,pasan,78.6%
949,50.5%,36.4,mirando,78.6%
950,50.3%,178.4,oiga,78.6%
951,50.3%,105.6,sepa,78.6%
952,50.3%,95.5,hable,78.7%
953,50.3%,74.5,placer,78.7%
954,50.3%,73.1,hagan,78.7%
955,50.3%,62.4,habías,78.7%
956,50.3%,62.2,pareja,78.7%
957,50.3%,58.5,volvió,78.7%
958,50.3%,50.0,conocí,78.7%
959,50.3%,48.9,broma,78.7%
960,50.3%,48.7,derecha,78.7%
961,50.0%,127.1,perdóname,78.7%
962,50.0%,117.3,rico,78.7%
963,50.0%,58.9,terminó,78.7%
964,50.0%,58.4,cocina,78.7%
965,50.0%,54.2,varias,78.7%
966,50.0%,31.9,gustaba,78.7%
967,49.7%,123.5,hotel,78.8%
968,49.7%,81.7,resulta,78.8%
969,49.7%,80.1,hermanos,78.8%
970,49.7%,55.7,perdona,78.8%
971,49.7%,54.4,yendo,78.8%
972,49.7%,49.5,totalmente,78.8%
973,49.7%,42.0,conocido,78.8%
974,49.7%,30.5,parecía,78.8%
975,49.5%,110.5,quisiera,78.8%
976,49.5%,91.7,trato,78.8%
977,49.5%,90.0,disculpe,78.8%
978,49.5%,80.7,pidiendo,78.8%
979,49.5%,38.2,pies,78.8%
980,49.2%,129.3,asunto,78.9%
981,49.2%,92.8,cargo,78.9%
982,49.2%,89.1,precisamente,78.9%
983,49.2%,88.7,arreglar,78.9%
984,49.2%,86.5,reunión,78.9%
985,49.2%,83.5,pedí,78.9%
986,49.2%,73.0,manda,78.9%
987,49.2%,72.6,haría,78.9%
988,49.2%,68.9,tiro,78.9%
989,49.2%,61.9,viviendo,78.9%
990,49.2%,61.2,público,78.9%
991,49.2%,56.0,pago,78.9%
992,49.2%,53.9,locura,78.9%
993,49.2%,52.4,tomando,78.9%
994,49.2%,44.2,real,79.0%
995,49.2%,39.9,pequeña,79.0%
996,48.9%,160.9,oficina,79.0%
997,48.9%,136.2,siga,79.0%
998,48.9%,131.6,guerra,79.0%
999,48.9%,103.1,imbécil,79.0%
1000,48.9%,88.2,aparte,79.0%
1001,48.9%,81.2,estén,79.0%
1002,48.9%,81.2,peligroso,79.0%
1003,48.9%,61.5,bailar,79.0%
1004,48.9%,59.0,ten,79.0%
1005,48.9%,50.4,podrías,79.1%
1006,48.9%,44.3,diría,79.1%
1007,48.9%,44.1,alta,79.1%
1008,48.9%,40.3,saca,79.1%
1009,48.9%,39.0,veía,79.1%
1010,48.9%,36.4,suelo,79.1%
1011,48.7%,201.6,general,79.1%
1012,48.7%,75.1,tranquilos,79.1%
1013,48.7%,70.1,contó,79.1%
1014,48.7%,65.8,dejes,79.1%
1015,48.7%,57.7,poniendo,79.1%
1016,48.7%,56.9,tantos,79.1%
1017,48.7%,54.2,cámara,79.1%
1018,48.7%,48.7,encontrado,79.1%
1019,48.7%,48.5,muere,79.1%
1020,48.7%,40.2,papel,79.1%
1021,48.4%,82.6,siéntate,79.2%
1022,48.4%,81.2,extraño,79.2%
1023,48.4%,79.8,carrera,79.2%
1024,48.4%,66.3,aparece,79.2%
1025,48.4%,63.6,vender,79.2%
1026,48.4%,63.6,dejas,79.2%
1027,48.4%,56.6,cuestión,79.2%
1028,48.4%,52.1,importantes,79.2%
1029,48.4%,49.6,presente,79.2%
1030,48.1%,231.4,amo,79.2%
1031,48.1%,91.7,cuidar,79.2%
1032,48.1%,79.9,absolutamente,79.2%
1033,48.1%,58.1,quizás,79.3%
1034,48.1%,51.2,nervioso,79.3%
1035,48.1%,45.8,evitar,79.3%
1036,48.1%,35.4,llaman,79.3%
1037,47.9%,118.7,chicas,79.3%
1038,47.9%,113.9,noticias,79.3%
1039,47.9%,67.1,estuviera,79.3%
1040,47.9%,58.1,pones,79.3%
1041,47.9%,54.5,feo,79.3%
1042,47.9%,53.1,perdí,79.3%
1043,47.9%,48.4,verás,79.3%
1044,47.9%,44.2,tendrá,79.3%
1045,47.9%,42.1,déjalo,79.3%
1046,47.9%,40.2,familiar,79.3%
1047,47.9%,39.5,salen,79.3%
1048,47.6%,137.3,joder,79.3%
1049,47.6%,92.0,andar,79.4%
1050,47.6%,89.0,entendido,79.4%
1051,47.6%,85.4,llegue,79.4%
1052,47.6%,44.1,posibilidad,79.4%
1053,47.6%,43.0,tras,79.4%
1054,47.6%,41.1,blanco,79.4%
1055,47.3%,158.6,carajo,79.4%
1056,47.3%,119.6,encargo,79.4%
1057,47.3%,87.7,hablé,79.4%
1058,47.3%,86.4,descansar,79.4%
1059,47.3%,75.9,decirme,79.4%
1060,47.3%,71.5,contacto,79.4%
1061,47.3%,68.0,pongas,79.5%
1062,47.3%,67.4,triste,79.5%
1063,47.3%,61.1,habló,79.5%
1064,47.3%,60.2,llegaron,79.5%
1065,47.3%,50.7,trajo,79.5%
1066,47.3%,47.4,salí,79.5%
1067,47.3%,35.4,probar,79.5%
1068,47.1%,89.8,necesario,79.5%
1069,47.1%,80.5,mandar,79.5%
1070,47.1%,77.7,merece,79.5%
1071,47.1%,75.2,verla,79.5%
1072,47.1%,72.5,bravo,79.5%
1073,47.1%,65.3,digamos,79.5%
1074,47.1%,54.6,cual,79.5%
1075,47.1%,52.6,tuvimos,79.5%
1076,47.1%,49.1,alegría,79.5%
1077,47.1%,44.8,cerrar,79.6%
1078,47.1%,41.4,mirar,79.6%
1079,47.1%,36.3,pide,79.6%
1080,46.8%,251.8,juan,79.6%
1081,46.8%,214.3,maría,79.6%
1082,46.8%,99.0,millones,79.6%
1083,46.8%,94.2,peligro,79.6%
1084,46.8%,70.9,debes,79.6%
1085,46.8%,69.0,huevos,79.6%
1086,46.8%,57.2,ayudo,79.6%
1087,46.8%,48.0,servicio,79.6%
1088,46.8%,47.9,recuerda,79.7%
1089,46.8%,45.7,ocurrió,79.7%
1090,46.8%,40.3,pasé,79.7%
1091,46.8%,38.5,conocemos,79.7%
1092,46.5%,169.2,dígame,79.7%
1093,46.5%,101.0,simplemente,79.7%
1094,46.5%,88.9,acabar,79.7%
1095,46.5%,86.6,colegio,79.7%
1096,46.5%,75.1,horrible,79.7%
1097,46.5%,57.0,encontramos,79.7%
1098,46.5%,56.8,mar,79.7%
1099,46.5%,52.0,irse,79.7%
1100,46.5%,51.6,creen,79.7%
1101,46.5%,51.2,salimos,79.7%
1102,46.5%,47.5,lados,79.7%
1103,46.5%,45.5,cambiado,79.8%
1104,46.5%,37.3,espacio,79.8%
1105,46.3%,108.0,pruebas,79.8%
1106,46.3%,84.7,ponga,79.8%
1107,46.3%,65.2,vengan,79.8%
1108,46.3%,61.6,pesar,79.8%
1109,46.3%,59.8,suya,79.8%
1110,46.3%,59.4,verme,79.8%
1111,46.3%,59.2,cumpleaños,79.8%
1112,46.3%,57.0,darte,79.8%
1113,46.3%,52.2,acaban,79.8%
1114,46.3%,52.0,experiencia,79.8%
1115,46.3%,46.2,dejamos,79.8%
1116,46.3%,42.2,termina,79.8%
1117,46.3%,40.0,damos,79.8%
1118,46.3%,31.2,leer,79.8%
1119,46.3%,30.6,cierra,79.8%
1120,46.0%,63.9,metió,79.8%
1121,46.0%,54.5,diste,79.9%
1122,46.0%,54.1,quedas,79.9%
1123,46.0%,50.4,contado,79.9%
1124,46.0%,50.1,vuelto,79.9%
1125,46.0%,49.4,llevan,79.9%
1126,46.0%,46.4,quizá,79.9%
1127,46.0%,36.5,ponen,79.9%
1128,46.0%,32.5,preparado,79.9%
1129,46.0%,26.9,aquel,79.9%
1130,45.7%,71.8,quiso,79.9%
1131,45.7%,69.2,salida,79.9%
1132,45.7%,63.2,ayúdame,79.9%
1133,45.7%,57.7,quita,79.9%
1134,45.7%,56.5,dejaste,79.9%
1135,45.7%,52.5,culo,79.9%
1136,45.7%,49.2,llegando,79.9%
1137,45.7%,47.8,bienvenido,79.9%
1138,45.7%,44.0,pregunto,79.9%
1139,45.7%,41.8,mete,79.9%
1140,45.7%,39.5,entera,79.9%
1141,45.7%,34.7,destino,80.0%
1142,45.7%,32.3,últimos,80.0%
1143,45.5%,97.4,mandó,80.0%
1144,45.5%,83.6,tratando,80.0%
1145,45.5%,66.5,miren,80.0%
1146,45.5%,65.1,completamente,80.0%
1147,45.5%,60.8,nerviosa,80.0%
1148,45.5%,54.3,puedas,80.0%
1149,45.5%,53.5,hacerme,80.0%
1150,45.5%,50.0,vuelvas,80.0%
1151,45.5%,25.3,parado,80.0%
1152,45.2%,115.4,unidos,80.0%
1153,45.2%,78.7,libertad,80.0%
1154,45.2%,66.6,san,80.0%
1155,45.2%,63.3,hubieras,80.0%
1156,45.2%,62.6,haz,80.0%
1157,45.2%,57.7,hayas,80.1%
1158,45.2%,52.4,necesitaba,80.1%
1159,45.2%,51.3,complicado,80.1%
1160,45.2%,50.3,honor,80.1%
1161,45.2%,49.5,vueltas,80.1%
1162,45.2%,49.1,perdió,80.1%
1163,45.2%,47.4,genial,80.1%
1164,45.2%,45.4,respuesta,80.1%
1165,45.2%,44.8,espalda,80.1%
1166,45.2%,43.8,toque,80.1%
1167,45.2%,40.1,pasamos,80.1%
1168,45.2%,39.6,línea,80.1%
1169,44.9%,155.3,bebé,80.1%
1170,44.9%,99.2,arma,80.1%
1171,44.9%,93.7,muerta,80.1%
1172,44.9%,82.7,vestido,80.1%
1173,44.9%,69.6,visita,80.2%
1174,44.9%,67.8,imagínate,80.2%
1175,44.9%,67.1,muertos,80.2%
1176,44.9%,62.7,cumplir,80.2%
1177,44.9%,52.2,hacerte,80.2%
1178,44.9%,51.4,darme,80.2%
1179,44.9%,49.0,terrible,80.2%
1180,44.9%,48.9,ponte,80.2%
1181,44.9%,44.5,nacional,80.2%
1182,44.9%,43.9,memoria,80.2%
1183,44.9%,43.8,peso,80.2%
1184,44.9%,38.6,dura,80.2%
1185,44.9%,38.4,tuviera,80.2%
1186,44.9%,35.0,conocen,80.2%
1187,44.9%,34.5,calor,80.2%
1188,44.7%,259.9,plata,80.3%
1189,44.7%,135.9,muchachos,80.3%
1190,44.7%,76.0,muchacho,80.3%
1191,44.7%,75.4,sigues,80.3%
1192,44.7%,75.0,hagamos,80.3%
1193,44.7%,73.3,canción,80.3%
1194,44.7%,69.7,hablemos,80.3%
1195,44.7%,69.5,ley,80.3%
1196,44.7%,61.3,guapa,80.3%
1197,44.7%,55.1,veas,80.3%
1198,44.7%,50.3,hables,80.3%
1199,44.7%,43.4,presentar,80.3%
1200,44.7%,39.3,escucho,80.3%
1201,44.7%,38.0,mente,80.3%
1202,44.7%,35.6,completo,80.3%
1203,44.7%,35.5,intentar,80.3%
1204,44.7%,35.1,esfuerzo,80.3%
1205,44.7%,31.9,tirar,80.4%
1206,44.7%,29.5,época,80.4%
1207,44.4%,107.0,matrimonio,80.4%
1208,44.4%,81.3,cita,80.4%
1209,44.4%,59.2,llamando,80.4%
1210,44.4%,56.5,papeles,80.4%
1211,44.4%,54.9,mata,80.4%
1212,44.4%,51.2,dejaron,80.4%
1213,44.4%,50.5,hayan,80.4%
1214,44.4%,47.1,menor,80.4%
1215,44.4%,44.2,profesional,80.4%
1216,44.4%,43.8,responsable,80.4%
1217,44.4%,42.4,entrada,80.4%
1218,44.4%,41.7,terminado,80.4%
1219,44.4%,41.6,casas,80.4%
1220,44.4%,40.4,color,80.4%
1221,44.4%,39.6,junto,80.4%
1222,44.4%,37.8,venimos,80.4%
1223,44.4%,36.6,levantar,80.4%
1224,44.4%,35.3,cambia,80.4%
1225,44.4%,34.4,tiempos,80.4%
1226,44.4%,32.9,diferencia,80.5%
1227,44.4%,31.5,querían,80.5%
1228,44.4%,25.1,entero,80.5%
1229,44.1%,86.4,españa,80.5%
1230,44.1%,76.5,avión,80.5%
1231,44.1%,66.0,odio,80.5%
1232,44.1%,65.1,tratar,80.5%
1233,44.1%,57.1,calma,80.5%
1234,44.1%,54.9,lleve,80.5%
1235,44.1%,54.2,podríamos,80.5%
1236,44.1%,52.4,recibir,80.5%
1237,44.1%,52.0,cena,80.5%
1238,44.1%,52.0,tengan,80.5%
1239,44.1%,48.8,doble,80.5%
1240,44.1%,46.1,caja,80.5%
1241,44.1%,45.0,susto,80.5%
1242,44.1%,44.8,éxito,80.5%
1243,44.1%,43.6,llaves,80.5%
1244,44.1%,43.3,señal,80.5%
1245,44.1%,42.0,esperaba,80.6%
1246,44.1%,41.3,entró,80.6%
1247,44.1%,39.2,común,80.6%
1248,44.1%,39.2,llegan,80.6%
1249,44.1%,39.0,tonto,80.6%
1250,44.1%,34.5,sentía,80.6%
1251,44.1%,34.2,mismos,80.6%
1252,43.9%,187.0,empresa,80.6%
1253,43.9%,140.5,nosotras,80.6%
1254,43.9%,130.5,abuela,80.6%
1255,43.9%,95.6,hermosa,80.6%
1256,43.9%,70.4,quieto,80.6%
1257,43.9%,62.6,quitar,80.6%
1258,43.9%,62.5,parecer,80.6%
1259,43.9%,54.4,dejen,80.7%
1260,43.9%,50.8,sala,80.7%
1261,43.9%,48.3,cero,80.7%
1262,43.9%,46.8,quedarme,80.7%
1263,43.9%,45.4,explico,80.7%
1264,43.9%,44.7,apareció,80.7%
1265,43.9%,43.4,presento,80.7%
1266,43.9%,42.1,siguen,80.7%
1267,43.9%,41.1,directamente,80.7%
1268,43.9%,38.8,bienvenidos,80.7%
1269,43.9%,37.5,saco,80.7%
1270,43.9%,36.2,come,80.7%
1271,43.9%,34.1,hablan,80.7%
1272,43.9%,32.5,recién,80.7%
1273,43.6%,476.2,cabrón,80.8%
1274,43.6%,150.7,espérate,80.8%
1275,43.6%,78.8,carta,80.8%
1276,43.6%,67.7,apoyo,80.8%
1277,43.6%,64.5,ayude,80.8%
1278,43.6%,47.4,guapo,80.8%
1279,43.6%,44.8,brazos,80.8%
1280,43.6%,44.3,den,80.8%
1281,43.6%,38.9,nuevos,80.8%
1282,43.6%,38.4,libro,80.8%
1283,43.6%,37.8,larga,80.8%
1284,43.6%,27.6,locos,80.8%
1285,43.6%,23.4,enorme,80.8%
1286,43.4%,218.1,nomás,80.8%
1287,43.4%,64.9,flores,80.8%
1288,43.4%,62.3,llame,80.9%
1289,43.4%,60.9,escuché,80.9%
1290,43.4%,55.2,película,80.9%
1291,43.4%,54.3,opción,80.9%
1292,43.4%,53.8,tome,80.9%
1293,43.4%,53.3,des,80.9%
1294,43.4%,51.5,cantidad,80.9%
1295,43.4%,50.6,sentí,80.9%
1296,43.4%,50.5,deberíamos,80.9%
1297,43.4%,49.5,condiciones,80.9%
1298,43.4%,47.6,felices,80.9%
1299,43.4%,41.5,perfecta,80.9%
1300,43.4%,40.2,nivel,80.9%
1301,43.4%,37.3,compañero,80.9%
1302,43.4%,31.2,nuevas,80.9%
1303,43.4%,30.4,dormido,80.9%
1304,43.4%,28.6,llevaba,80.9%
1305,43.4%,28.1,sube,80.9%
1306,43.4%,24.9,segundos,80.9%
1307,43.4%,22.9,ventana,80.9%
1308,43.1%,515.1,pa,81.0%
1309,43.1%,121.1,espere,81.0%
1310,43.1%,75.9,oficial,81.0%
1311,43.1%,70.3,embarazada,81.0%
1312,43.1%,69.5,acaso,81.0%
1313,43.1%,61.5,cenar,81.0%
1314,43.1%,59.6,exacto,81.0%
1315,43.1%,52.8,contento,81.0%
1316,43.1%,48.5,salgo,81.0%
1317,43.1%,47.6,depende,81.0%
1318,43.1%,43.8,escuchando,81.1%
1319,43.1%,42.5,interesante,81.1%
1320,43.1%,42.4,toques,81.1%
1321,43.1%,41.9,obra,81.1%
1322,43.1%,40.3,deseo,81.1%
1323,43.1%,39.4,ocurra,81.1%
1324,43.1%,36.3,sal,81.1%
1325,43.1%,28.2,piernas,81.1%
1326,42.8%,83.4,uh,81.1%
1327,42.8%,78.2,malas,81.1%
1328,42.8%,57.5,modo,81.1%
1329,42.8%,55.7,olvidar,81.1%
1330,42.8%,50.8,solución,81.1%
1331,42.8%,49.7,mover,81.1%
1332,42.8%,49.0,santo,81.1%
1333,42.8%,44.6,vieron,81.1%
1334,42.8%,44.2,oído,81.1%
1335,42.8%,37.6,intención,81.1%
1336,42.8%,37.3,diferentes,81.1%
1337,42.8%,35.4,posición,81.1%
1338,42.8%,32.4,estuvimos,81.1%
1339,42.8%,28.7,enseguida,81.1%
1340,42.8%,23.0,interior,81.2%
1341,42.6%,80.2,agradezco,81.2%
1342,42.6%,74.6,traes,81.2%
1343,42.6%,69.5,director,81.2%
1344,42.6%,68.8,obviamente,81.2%
1345,42.6%,66.3,esperanza,81.2%
1346,42.6%,66.0,culpable,81.2%
1347,42.6%,63.5,sepas,81.2%
1348,42.6%,60.9,inteligente,81.2%
1349,42.6%,47.3,hermoso,81.2%
1350,42.6%,40.2,responsabilidad,81.2%
1351,42.6%,39.8,permite,81.2%
1352,42.6%,34.8,pudiera,81.2%
1353,42.6%,34.5,vimos,81.2%
1354,42.6%,33.8,tira,81.2%
1355,42.6%,33.1,embargo,81.2%
1356,42.6%,30.5,caminar,81.2%
1357,42.6%,29.9,despierta,81.2%
1358,42.6%,29.0,campo,81.2%
1359,42.6%,27.8,intentando,81.2%
1360,42.6%,25.7,empecé,81.2%
1361,42.3%,85.4,barrio,81.3%
1362,42.3%,82.2,preocupa,81.3%
1363,42.3%,69.1,muchísimas,81.3%
1364,42.3%,56.9,opinión,81.3%
1365,42.3%,53.3,vean,81.3%
1366,42.3%,52.2,aviso,81.3%
1367,42.3%,46.9,consejo,81.3%
1368,42.3%,32.9,mueve,81.3%
1369,42.3%,31.8,tomo,81.3%
1370,42.3%,29.5,izquierda,81.3%
1371,42.3%,29.0,romper,81.3%
1372,42.3%,24.6,alrededor,81.3%
1373,42.3%,18.0,especie,81.3%
1374,42.0%,88.4,permitir,81.3%
1375,42.0%,82.0,fíjate,81.3%
1376,42.0%,67.6,disculpa,81.3%
1377,42.0%,64.8,bar,81.3%
1378,42.0%,59.8,recuperar,81.3%
1379,42.0%,59.1,estudiar,81.4%
1380,42.0%,44.4,mantener,81.4%
1381,42.0%,43.3,compromiso,81.4%
1382,42.0%,38.6,clases,81.4%
1383,42.0%,38.2,pareció,81.4%
1384,42.0%,34.6,alguno,81.4%
1385,42.0%,33.6,español,81.4%
1386,42.0%,33.0,irte,81.4%
1387,42.0%,30.9,gustado,81.4%
1388,42.0%,24.2,creía,81.4%
1389,41.8%,109.1,amigas,81.4%
1390,41.8%,84.8,obvio,81.4%
1391,41.8%,78.0,partido,81.4%
